                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3679,                   5.18,                 4.4899,                0.00081,                0.18523,                0.00176,                0.00033,                 3.0103,                  5.325,                 4.1573,             0.00031673,             0.00031673,             0.00031673
